question_id,paper_id,n_paragraphs,hit@1,hit@3,hit@5,hit@10
eb2d5edcdfe18bd708348283f92a32294bb193a5,2002.08795,25,1.0,1.0,1.0,1.0
88ab7811662157680144ed3fdd00939e36552672,2002.08795,25,0.0,1.0,1.0,1.0
286078813136943dfafb5155ee15d2429e7601d9,1802.06024,50,0.0,1.0,1.0,1.0
8f16dc7d7be0d284069841e456ebb2c69575b32b,1802.06024,50,1.0,1.0,1.0,1.0
a7d020120a45c39bee624f65443e09b895c10533,1802.06024,50,0.0,1.0,1.0,1.0
585626d18a20d304ae7df228c2128da542d248ff,1802.06024,50,0.0,0.0,0.0,0.0
bfc2dc913e7b78f3bd45e5449d71383d0aa4a890,1802.06024,50,0.0,1.0,1.0,1.0
6aa2a1e2e3666f2b2a1f282d4cbdd1ca325eb9de,1809.00530,59,1.0,1.0,1.0,1.0
b46c0015a122ee5fb95c2a45691cb97f80de1bb6,1809.00530,59,0.0,0.0,0.0,0.0
5b7a4994bfdbf8882f391adf1cd2218dbc2255a0,1809.00530,59,1.0,1.0,1.0,1.0
9176d2ba1c638cdec334971c4c7f1bb959495a8e,1809.00530,59,0.0,0.0,0.0,0.0
0ba3ea93eef5660a79ea3c26c6a270eac32dfa4c,1710.07960,59,0.0,0.0,0.0,0.0
5e324846a99a5573cd2e843d1657e87f4eb22fa6,1710.07960,59,0.0,0.0,1.0,1.0
2ccc26e11df4eb26fcccdd1f446dc749aff5d572,1912.03804,43,0.0,0.0,1.0,1.0
f318a2851d7061f05a5b32b94251f943480fbd15,1912.03804,43,0.0,0.0,1.0,1.0
6bbbb9933aab97ce2342200447c6322527427061,1912.03804,43,1.0,1.0,1.0,1.0
2007bfb8f66e88a235c3a8d8c0a3b3dd88734706,1912.03804,43,0.0,1.0,1.0,1.0
d859cc37799a508bbbe4270ed291ca6394afce2c,1912.03804,43,0.0,0.0,1.0,1.0
50e80cfa84200717921840fddcf3b051a9216ad8,1912.08960,39,0.0,0.0,1.0,1.0
b1bc9ae9d40e7065343c12f860a461c7c730a612,1912.08960,39,0.0,1.0,1.0,1.0
63a1cbe66fd58ff0ead895a8bac1198c38c008aa,1912.08960,39,0.0,0.0,0.0,0.0
509af1f11bd6f3db59284258e18fdfebe86cae47,1912.08960,39,1.0,1.0,1.0,1.0
23e16c1173b7def2c5cb56053b57047c9971e3bb,2002.11910,20,0.0,0.0,0.0,1.0
d78f7f84a76a07b777d4092cb58161528ca3803c,2002.11910,20,0.0,0.0,1.0,1.0
9da1e124d28b488b0d94998d32aa2fa8a5ebec51,2002.11910,20,0.0,1.0,1.0,1.0
37be0d479480211291e068d0d3823ad0c13321d3,1909.09587,28,0.0,1.0,1.0,1.0
a3d9b101765048f4b61cbd3eaa2439582ebb5c77,1909.09587,28,0.0,0.0,0.0,1.0
009ce6f2bea67e7df911b3f93443b23467c9f4a1,1909.09587,28,0.0,1.0,1.0,1.0
55569d0a4586d20c01268a80a7e31a17a18198e2,1909.09587,28,0.0,0.0,0.0,1.0
7cd22ca9e107d2b13a7cc94252aaa9007976b338,1802.07862,63,1.0,1.0,1.0,1.0
adbf33c6144b2f5c40d0c6a328a92687a476f371,1802.07862,63,0.0,0.0,1.0,1.0
f7a89b9cd2792f23f2cb43d50a01b8218a6fbb24,1802.07862,63,0.0,0.0,0.0,0.0
a0543b4afda15ea47c1e623c7f00d4aaca045be0,1802.07862,63,0.0,0.0,0.0,0.0
1591068b747c94f45b948e12edafe74b5e721047,1802.07862,63,1.0,1.0,1.0,1.0
193ee49ae0f8827a6e67388a10da59e137e7769f,2004.01853,42,0.0,0.0,1.0,1.0
ed2eb4e54b641b7670ab5a7060c7b16c628699ab,2004.01853,42,0.0,1.0,1.0,1.0
beac555c4aea76c88f19db7cc901fa638765c250,1710.03348,48,0.0,0.0,1.0,1.0
91e326fde8b0a538bc34d419541b5990d8aae14b,1710.03348,48,0.0,1.0,1.0,1.0
044f922604b4b3f42ae381419fd5cd5624fa0637,1710.03348,48,0.0,0.0,0.0,0.0
f94b53db307685d572aefad52cd55f53d23769c2,1612.03226,24,1.0,1.0,1.0,1.0
aa7d327ef98f9f9847b447d4def04889b4508d7a,1612.03226,24,0.0,0.0,1.0,1.0
b8d7d055ddb94f5826a9aad7479b4a92a9c8a2f0,1612.03226,24,1.0,1.0,1.0,1.0
551457ed34ca7fc0878c85bc664b135c21059b58,1612.03226,24,0.0,0.0,1.0,1.0
0ad4359e3e7e5e5f261c2668fe84c12bc762b3b8,1809.02286,83,0.0,0.0,0.0,0.0
4cbe5a36b492b99f9f9fea8081fe4ba10a7a0e94,1809.01202,39,0.0,0.0,1.0,1.0
a4d115220438c0ded06a91ad62337061389a6747,1809.01202,39,0.0,0.0,0.0,0.0
2c7e94a65f5f532aa31d3e538dcab0468a43b264,1909.02027,33,0.0,0.0,0.0,1.0
149da739b1c19a157880d9d4827f0b692006aa2c,1909.02027,33,0.0,0.0,1.0,1.0
27de1d499348e17fec324d0ef00361a490659988,1909.02027,33,0.0,0.0,1.0,1.0
cfcdd73e712caf552ba44d0aa264d8dace65a589,1909.02027,33,0.0,1.0,1.0,1.0
23b2901264bda91045258b5d4120879ae292e950,1911.02855,69,1.0,1.0,1.0,1.0
b5bc34e1e381dbf972d0b594fe8c66ff75305d71,1911.02855,69,1.0,1.0,1.0,1.0
72f7ef55e150e16dcf97fe443aff9971a32414ef,1911.02855,69,0.0,1.0,1.0,1.0
20e38438471266ce021817c6364f6a46d01564f2,1911.02855,69,0.0,1.0,1.0,1.0
28067da818e3f61f8b5152c0d42a531bf0f987d4,1906.01081,40,0.0,1.0,1.0,1.0
bf3b27a4f4be1f9ae31319877fd0c75c03126fd5,1906.01081,40,0.0,0.0,1.0,1.0
ffa7f91d6406da11ddf415ef094aaf28f3c3872d,1906.01081,40,1.0,1.0,1.0,1.0
2f901dab6b757e12763b23ae8b37ae2e517a2271,1611.01576,48,1.0,1.0,1.0,1.0
b591853e938984e6069d738371500ebdec50d256,1611.01576,48,1.0,1.0,1.0,1.0
a130306c6662ff489df13fb3f8faa7cba8c52a21,1611.01576,48,0.0,1.0,1.0,1.0
b1cf5739467ba90059add58d11b73d075a11ec86,1904.09535,45,0.0,1.0,1.0,1.0
2ea4347f1992b0b3958c4844681ff0fe4d0dd1dd,1904.09535,45,0.0,1.0,1.0,1.0
4f253dfced6a749bf57a1b4984dc962ce9550184,1904.09535,45,0.0,1.0,1.0,1.0
dc1cec824507fc85ac1ba87882fe1e422ff6cffb,1911.03059,28,0.0,0.0,0.0,0.0
f428618ca9c017e0c9c2a23515dab30a7660f65f,1911.03059,28,0.0,0.0,1.0,1.0
8ce11515634236165cdb06ba80b9a36a8b9099a2,1706.08198,48,0.0,1.0,1.0,1.0
6024039bbd1118c5dab86c41cce1175d99f10a25,1706.08198,48,1.0,1.0,1.0,1.0
de5b6c25e35b3a6c5e40e350fc5e52c160b33490,1909.08089,57,1.0,1.0,1.0,1.0
b66c9a4021b6c8529cac1a2b54dacd8ec79afa5f,1909.08089,57,0.0,0.0,1.0,1.0
6bfba3ddca5101ed15256fca75fcdc95a53cece7,1910.09982,66,1.0,1.0,1.0,1.0
df5a4505edccc0ee11349ed6e7958cf6b84c9ed4,1910.09982,66,0.0,0.0,0.0,0.0
fd753ab5177d7bd27db0e0afc12411876ee607df,1910.09982,66,1.0,1.0,1.0,1.0
88e62ea7a4d1d2921624b8480b5c6b50cfa5ad42,1609.00559,57,0.0,0.0,0.0,0.0
4dcf67b5e7bd1422e7e70c657f6eacccd8de06d3,1609.00559,57,0.0,1.0,1.0,1.0
8b3d3953454c88bde88181897a7a2c0c8dd87e23,1609.00559,57,0.0,0.0,0.0,0.0
784ce5a983c5f2cc95a2c60ce66f2a8a50f3636f,1604.00727,56,0.0,0.0,0.0,1.0
7705dd04acedaefee30d8b2c9978537afb2040dc,1604.00727,56,0.0,0.0,0.0,0.0
0ee73909ac638903da4a0e5565c8571fc794ab96,1612.02482,55,0.0,0.0,1.0,1.0
1f07e837574519f2b696f3d6fa3230af0b931e5d,1608.01084,61,0.0,0.0,0.0,1.0
5a65ad10ff954d0f27bb3ccd9027e3d8f7f6bb76,1904.10503,30,0.0,0.0,0.0,0.0
729694a9fe1e05d329b7a4078a596fe606bc5a95,1904.10503,30,0.0,0.0,0.0,0.0
1c997c268c68149ae6fb43d83ffcd53f0e7fe57e,1904.10503,30,1.0,1.0,1.0,1.0
5cc2daca2a84ddccba9cdd9449e51bb3f64b3dde,1912.01772,37,0.0,0.0,0.0,0.0
f9bf6bef946012dd42835bf0c547c0de9c1d229f,1912.01772,37,0.0,1.0,1.0,1.0
6a633811019e9323dc8549ad540550d27aa6d972,1603.01987,65,0.0,0.0,0.0,0.0
6b9b9e5d154cb963f6d921093539490daa5ebbae,1908.06941,31,0.0,1.0,1.0,1.0
bc4dca3e1e83f3b4bbb53a31557fc5d8971603b2,1908.06941,31,0.0,1.0,1.0,1.0
d46c0ea1ba68c649cc64d2ebb6af20202a74a3c7,1908.06941,31,0.0,0.0,1.0,1.0
6844683935d0d8f588fa06530f5068bf3e1ed0c0,1908.06941,31,0.0,0.0,1.0,1.0
8acab64ba72831633e8cc174d5469afecccf3ae9,1702.03856,14,0.0,1.0,1.0,1.0
53aa07cc4cc4e7107789ae637dbda8c9f6c1e6aa,1702.03856,14,0.0,0.0,0.0,1.0
72755c2d79210857cfff60bfbcb55f83c71ada51,1702.03856,14,1.0,1.0,1.0,1.0
7d2f812cb345bb3ab91eb8cbbdeefd4b58f65569,1904.01548,10,0.0,0.0,0.0,1.0
bd6dc38a9ac8d329114172194b0820766458dacc,1904.01548,10,0.0,0.0,0.0,1.0
3ddff6b707767c3dd54d7104fe88b628765cae58,1606.03676,25,0.0,0.0,0.0,1.0
0a5ffe4697913a57fda1fd5a188cd5ed59bdc5c7,1606.03676,25,1.0,1.0,1.0,1.0
c88a846197b72d25e04ec55f00ee3e72f655504c,1802.00396,76,0.0,0.0,0.0,1.0
78292bc57ee68fdb93ed45430d80acca25a9e916,1911.03343,20,0.0,1.0,1.0,1.0
443d2448136364235389039cbead07e80922ec5c,1712.00991,38,1.0,1.0,1.0,1.0
aa6d956c2860f58fc9baea74c353c9d985b05605,1712.00991,38,1.0,1.0,1.0,1.0
4c18081ae3b676cc7831403d11bc070c10120f8e,1712.00991,38,1.0,1.0,1.0,1.0
fb3d30d59ed49e87f63d3735b876d45c4c6b8939,1712.00991,38,1.0,1.0,1.0,1.0
197b276d0610ebfacd57ab46b0b29f3033c96a40,1712.00991,38,0.0,1.0,1.0,1.0
e025061e199b121f2ac8f3d9637d9bf987d65cd5,1712.00991,38,1.0,1.0,1.0,1.0
61652a3da85196564401d616d251084a25ab4596,1712.00991,38,0.0,0.0,0.0,1.0
14b74ad5a6f5b0506511c9b454e9c464371ef8c4,1805.08241,35,0.0,1.0,1.0,1.0
5f2bade0881c719ab026bc2e2962e2ada96cdb25,1907.04433,13,0.0,0.0,0.0,0.0
5c88d601e8fca96bffebfa9ef22331ecf31c6d75,2003.04642,59,0.0,0.0,0.0,1.0
71bd5db79635d48a0730163a9f2e8ef19a86cd66,2003.04642,59,1.0,1.0,1.0,1.0
9ecde59ffab3c57ec54591c3c7826a9188b2b270,2003.04642,59,0.0,0.0,0.0,1.0
005cca3c8ab6c3a166e315547a2259020f318ffb,2003.04642,59,0.0,1.0,1.0,1.0
bcc0cd4e262f2db4270429ab520971bcf39414cf,2001.09215,12,0.0,1.0,1.0,1.0
f641f561ad2ea2794a52e4e4bdd62e1f353ab797,2001.09215,12,0.0,0.0,0.0,1.0
af34051bf3e628c1e2a00b110bb84e5f018b419f,1909.07575,65,1.0,1.0,1.0,1.0
022c365a14fdec406c7a945a1a18e7e79df37f08,1909.07575,65,0.0,1.0,1.0,1.0
5260cb56b7d127772425583c5c28958c37cb9bea,1701.04056,46,0.0,1.0,1.0,1.0
9b97805a0c093df405391a85e4d3ab447671c86a,1904.07904,28,1.0,1.0,1.0,1.0
38f58f13c7f23442d5952c8caf126073a477bac0,1904.07904,28,0.0,0.0,0.0,0.0
7ee5c45b127fb284a4a9e72bb9b980a602f7445a,1904.07904,28,0.0,0.0,1.0,1.0
ddf5e1f600b9ce2e8f63213982ef4209bab01fd8,1904.07904,28,1.0,1.0,1.0,1.0
27275fe9f6a9004639f9ac33c3a5767fea388a98,2003.11645,19,0.0,0.0,0.0,1.0
ef3567ce7301b28e34377e7b62c4ec9b496f00bf,2003.11645,19,0.0,0.0,0.0,1.0
7595260c5747aede0b32b7414e13899869209506,2003.11645,19,1.0,1.0,1.0,1.0
c2d1387e08cf25cb6b1f482178cca58030e85b70,2003.11645,19,0.0,0.0,1.0,1.0
5a22293b055f5775081d6acdc0450f7bd5f5de04,1909.02304,30,0.0,0.0,0.0,0.0
03c967763e51ef2537793db7902e2c9c17e43e95,1909.02304,30,0.0,0.0,0.0,0.0
26327ccebc620a73ba37a95aabe968864e3392b2,1604.03114,33,0.0,0.0,1.0,1.0
ababb79dd3c301f4541beafa181f6a6726839a10,1604.03114,33,0.0,1.0,1.0,1.0
8eefa116e3c3d3db751423cc4095d1c4153d3a5f,1608.06757,43,0.0,1.0,1.0,1.0
a778b8204a415b295f73b93623d09599f242f202,2001.03131,33,0.0,0.0,0.0,1.0
642e8cf1d39faa1cd985d16750cdc6696c52db2f,1606.02891,33,0.0,0.0,0.0,0.0
493e971ee3f57a821ef1f67ef3cd47ade154e7c4,1803.09123,51,0.0,1.0,1.0,1.0
8dd8e5599fc56562f2acbc16dd8544689cddd938,1803.09123,51,0.0,1.0,1.0,1.0
abe2393415e533cb06311e74ed1c5674cff8571f,1910.01863,50,1.0,1.0,1.0,1.0
00c57e45ac6afbdfa67350a57e81b4fad0ed2885,1701.08229,29,0.0,0.0,1.0,1.0
22714f6cad2d5c54c28823e7285dc85e8d6bc109,1701.08229,29,1.0,1.0,1.0,1.0
82642d3111287abf736b781043d49536fe48c350,1701.08229,29,1.0,1.0,1.0,1.0
5a81732d52f64e81f1f83e8fd3514251227efbc7,1701.08229,29,0.0,0.0,0.0,0.0
9a8b9ea3176d30da2453cac6e9347737c729a538,1912.06262,37,1.0,1.0,1.0,1.0
4477bb513d56e57732fba126944073d414d1f75f,1912.06262,37,0.0,1.0,1.0,1.0
1b23c4535a6c10eb70bbc95313c465e4a547db5e,1709.07814,26,0.0,0.0,1.0,1.0
0a75a52450ed866df3a304077769e1725a995bb7,1709.07814,26,0.0,1.0,1.0,1.0
fd0a3e9c210163a55d3ed791e95ae3875184b8f8,1709.07814,26,0.0,0.0,1.0,1.0
c37f65c9f0d543a35c784263b79236ccf1c44fac,1806.00738,19,1.0,1.0,1.0,1.0
584af673429c7f8621c6bf83362a37048daa0e5d,1806.00738,19,1.0,1.0,1.0,1.0
1be54c5b3ea67d837ffba2290a40c1e720d9587f,1806.00738,19,0.0,1.0,1.0,1.0
b08f88d1facefceb87e134ba2c1fa90035018e83,1806.00738,19,0.0,1.0,1.0,1.0
b06512c17d99f9339ffdab12cedbc63501ff527e,1811.00147,55,1.0,1.0,1.0,1.0
fd8e23947095fe2230ffe1a478945829b09c8c95,1811.00147,55,0.0,0.0,0.0,0.0
3611a72f754de1e256fbd25b012197e1c24e8470,1610.09225,28,0.0,1.0,1.0,1.0
4c07c33dfaf4f3e6db55e377da6fa69825d0ba15,1610.09225,28,1.0,1.0,1.0,1.0
b1ce129678e37070e69f01332f1a8587e18e06b0,1610.09225,28,0.0,0.0,0.0,0.0
7fb27d8d5a8bb351f97236a1f6dcd8b2613b16f1,2003.08380,23,0.0,1.0,1.0,1.0
0689904db9b00a814e3109fb1698086370a28fa2,1811.05711,76,0.0,0.0,0.0,1.0
cc354c952b5aaed2d4d1e932175e008ff2d801dd,1805.04508,64,0.0,0.0,0.0,0.0
0f12dc077fe8e5b95ca9163cea1dd17195c96929,1805.04508,64,1.0,1.0,1.0,1.0
2ddb51b03163d309434ee403fef42d6b9aecc458,1904.03288,33,0.0,0.0,0.0,1.0
e587559f5ab6e42f7d981372ee34aebdc92b646e,1904.03288,33,0.0,0.0,0.0,1.0
f68508adef6f4bcdc0cc0a3ce9afc9a2b6333cc5,1909.13714,10,0.0,1.0,1.0,1.0
5563a3538d311c979c2fb83c1cc9afc66ff6fffc,1909.13714,10,0.0,1.0,1.0,1.0
91bc8c0bc1634045177065536dd311f89134630b,1910.05603,19,0.0,0.0,0.0,1.0
fe1dcd6ef1f8618bbceee418f07cafe63a8efe08,1910.05603,19,0.0,0.0,0.0,0.0
53f74250948015c394e7b8438a2041fdeb330911,1910.05603,19,0.0,1.0,1.0,1.0
bdc91d1283a82226aeeb7a2f79dbbc57d3e84a1a,1909.03405,52,0.0,0.0,0.0,1.0
7b4fb6da74e6bd1baea556788a02969134cf0800,1909.03405,52,0.0,1.0,1.0,1.0
bc31a3d2f7c608df8c019a64d64cb0ccc5669210,1909.03405,52,1.0,1.0,1.0,1.0
f67b9bda14ec70feba2e0d10c400b2b2025a0a6a,1801.07887,16,0.0,0.0,0.0,0.0
1cfed6b0c9b5a079a51166209649a987e7553e4e,1801.07887,16,0.0,1.0,1.0,1.0
761de1610e934189850e8fda707dc5239dd58092,1907.03060,66,0.0,0.0,0.0,0.0
f8da63df16c4c42093e5778c01a8e7e9b270142e,2002.04095,54,0.0,0.0,1.0,1.0
c09a92e25e6a81369fcc4ae6045491f2690ccc10,1710.04203,78,0.0,0.0,0.0,0.0
603fee7314fa65261812157ddfc2c544277fcf90,1911.10049,33,1.0,1.0,1.0,1.0
70e9210fe64f8d71334e5107732d764332a81cb1,1812.06864,23,0.0,0.0,1.0,1.0
051df74dc643498e95d16e58851701628fdfd43e,1911.01371,62,0.0,0.0,1.0,1.0
33554065284110859a8ea3ca7346474ab2cab100,1911.01371,62,1.0,1.0,1.0,1.0
57f23dfc264feb62f45d9a9e24c60bd73d7fe563,1811.12254,71,0.0,0.0,0.0,0.0
54830abe73fef4e629a36866ceeeca10214bd2c8,1909.09551,65,1.0,1.0,1.0,1.0
2fbb6322e485e7743ec3fb4bb02d44bf4b5ea8a6,1701.02962,44,0.0,0.0,0.0,1.0
ef7212075e80bf35b7889dc8dd52fcbae0d1400a,1806.05504,40,1.0,1.0,1.0,1.0
567dc9bad8428ea9a2658c88203a0ed0f8da0dc3,1908.05828,52,0.0,0.0,0.0,1.0
d51dc36fbf6518226b8e45d4c817e07e8f642003,1908.05828,52,0.0,1.0,1.0,1.0
cb77d6a74065cb05318faf57e7ceca05e126a80d,1908.05828,52,0.0,0.0,0.0,0.0
8a7615fc6ff1de287d36ab21bf2c6a3b2914f73d,1908.05828,52,0.0,0.0,1.0,1.0
a1b3e2107302c5a993baafbe177684ae88d6f505,1908.05828,52,0.0,0.0,0.0,1.0
bb2de20ee5937da7e3e6230e942bec7b6e8f61ee,1908.05828,52,0.0,0.0,0.0,1.0
